Gender,Interest,Skills,Any_Add_Cert_Courses,Cert_Courses_Desc,Course
Male,Trading,People management;Negotiation skills;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Presentation Skills,Yes,"Auto cad, data entry,online trading, best explainer award.",B.Tech
Male,Sales/Marketing;Technology;Data analytics,Accounting Skills;Hardware skills;Gathering Information;Business Knowledge;Analytical Skills;Communication skills;Leadership;Problem Solving skills;Risk management skills;Hospitality;HR,Yes,Automation ,B.Tech
Male,Teaching;Social causes,Artistic/Creative Skills;Finance related skills;Mass Communication,Yes,java,BA
Female,Technology,SQL,No,No,B.Sc
Female,Govt. Job,Artistic/Creative Skills;Leadership,No,No,B.Sc
Male,"Take risk for Profits, Technology, Entrepreneurship","AI, ML, Python, Programming, Excel",Yes,"Data Science, Tableau",B.E
Male,Data analytics,Programming Language skills;Business Knowledge;Communication skills;Problem Solving skills;Risk management skills;Machine Learning skills;Python;Artificial Intelligence,Yes,Data Science,BE
Male,Data analytics;Machine Learning,Analytical Skills;Communication skills;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Python,Yes,AI chatbot for education,BCA
Male,Research;Technology,Communication skills;Python;Cloud Computing,No,Python,BE
Male,Technology,Critical Thinking;Analytical Skills;Communication skills;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL,Yes,Certificate in Data Science ,B.Tech
Male,Technology,"AI, ML, Python, Java, SQL, Communication Skills, Negotiation Skills, Leadership, Excel, Logical Skills, Interpersonal Skills, C++, Linux, Observation Skills",Yes,No,B.Sc
Male,All fields related to Data science.,Active Listening;Programming Language skills;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Leadership;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Presentation Skills;Python;SQL;Good communication skills,Yes,Primavera P6,BE
Male,Financial Analysis,Accounting Skills;Editing,No,No,B.Com
Male,Research;Technology,Active Listening;Programming Language skills;Communication skills,Yes,Diploma in mechanical engineering,B.Tech
Male,Teaching;Technology;Trading,Product knowledge;Problem Solving skills;Designing skills;Python,No,No,B.Tech
Female,Govt. Job,C++,Yes,Pgdca ,M.Sc
Female,Technology,"Programming, Team work, C++, Problem Solving skills, Designing Skills, iOS",No,No,B.Sc
Female,Research;Teaching;Content Writing,Active Listening;Business Knowledge;Communication skills;Mass Communication;HR,No,No,Bachelor of journalism
Male,"Social Justice, Take risk for Profits, Technology, Understand Human Behaviour","Critical Thinking, Business Knowledge, Java, People Management, Work under Pressure, Leadership, Product Knowledge, Team work, Risk Managing",Yes,Automation testing,B.E
Female,Financial Analysis;Understand human behaviour;Govt. Job,Accounting Skills;Hardware skills;Product knowledge;Data Visualization skills( Power Bi/ Tableau ),No,No,MBA
Female,Technology,"Python, Java, SQL, Excel",No,No,B.Tech
Male,Digital marketing;Data scientist;Web development;All fields related to Data science.,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Presentation Skills;R;Python;Artificial Intelligence;SQL;Content creation;Java;Cloud Computing;AWS,Yes,Oracle Certified Associate,B.Tech
Male,Research;Technology;Supply Chain Analysis;Information Technology,Active Listening;Critical Thinking;Analytical Skills;Communication skills;Negotiation skills;Designing skills;Java,Yes,Catia V5,BE
Female,Data scientist,Python,No,No,BE
Male,"Research, Sales/Marketing, Entrepreneurship, Operations","Critical Thinking, Analytic Thinking, People Management, Work under Pressure, Product Knowledge, Market Study, Team work, Excel, Interpersonal Skills, Problem Solving skills, Sales",Yes,Operations and supply chain management,B.Tech
Male,Technology,NO,No,No,B.Tech
Female,"Technology,Entrepreneurship","Active Listening, Programming, Work under Pressure, Teamwork,Excel,Logical Skills Interpersonal Skills, Presentation skills, Reading",Yes,Java Training,B.Tech
Male,Financial Analysis;News Coverage;Research;Sales/Marketing;Social Justice;Technology;Web Designing;Content Writing;Data analytics;Digital marketing;Data scientist;Web development;Market reserach;Social media marketing;Blockchain;Salesforce Admin;Construction;Construction Manegement,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Negotiation skills;Leadership;Social Media Marketing;Interpersonal skills;C++;Presentation Skills;Python;SQL,No,No,B.Tech
Male,Sales/Marketing;Technology;Understand human behaviour;Data analytics;Game industry;Data scientist;Web development,Accounting Skills;Programming Language skills;Gathering Information;Business Knowledge;Analytical Skills;Product knowledge;Problem Solving skills;Sales;Social Media Marketing;Python;SQL;Client management,Yes,Tally,B.Com
Male,"Financial Analysis, Entrepreneurship","Gathering Informing, Business Knowledge",No,No,B.Com
Male,Sales/Marketing,Leadership,Yes,Computer Engineer,B.Com
Female,News Coverage,Writing,Yes,Telaring,B.Com
Female,News Coverage,Writing,No,No,B.Com
Male,Design,CAD/CAE(autocad/catia/ansys/proE/SeimensNX),Yes,ANSYS & Finite Element Analysis,B.Tech
Male,Technology;Data analytics;Data scientist,Analytical Skills;Python;SQL,Yes,Certificate program in Data science,B.Tech
Male,Web Designing;Data analytics;Digital marketing;Data scientist,Programming Language skills;Critical Thinking;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Python;Artificial Intelligence;SQL;Java;Cloud Computing;Architecture;AWS,Yes,"Selenium WebDriver,JAVA",BE
Male,Financial Analysis;Research;Social Justice;Data analytics;Data scientist;Web development;Social media marketing,Critical Thinking;Analytical Skills;People management;Mass Communication;Leadership;Editing;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Python;Artificial Intelligence;SQL;Cloud Computing;Architecture;MATLAB,Yes,"SQL, Data Science ",BCA
Male,Software Job,NO,No,No,B.Tech
Male,Software Job,NO,No,No,B.Tech
Male,Technology,"Work under Pressure, Team work, Excel",No,No,BE 
Female,Financial Analysis,Business Knowledge,No,No,MBA
Male,"Research, Technology","Active Listening, Leadership, Team work, Interpersonal Skills, Building Rapport",Yes,Biozeen training,B.Tech
Female,Technology,"Python, Java, SQL, C++",No,No,B.Tech
Male,Technology;Service;Social causes;All fields related to Data science.,Programming Language skills;Communication skills;Leadership;Problem Solving skills,Yes,NPTEL,B.Tech
Male,Design,CAD/CAE(autocad/catia/ansys/proE/SeimensNX),Yes,Product Development,B.Tech
Male,Technology;Trading;Data analytics,Active Listening;Programming Language skills;Gathering Information;Analytical Skills;R;Python;SQL,Yes,Data Science Course Certification,BE
Male,Technology;Understand human behaviour;Web Designing;Web development,Programming Language skills;Business Knowledge;People management;Communication skills;Java;Good communication skills,Yes,"Wind energy, python",B.Tech
Female,Financial Analysis;News Coverage;Technology;Supply Chain Analysis,Active Listening;Critical Thinking;Finance related skills;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Interpersonal skills;Presentation Skills,No,No,BE
Male,Further Studies,NO,NO,No,BE
Male,Web Designing;Data analytics;Govt. Job;Game industry;Data scientist;All fields related to Data science.;Industires,Active Listening;Hardware skills;Critical Thinking;Analytical Skills;Communication skills;Negotiation skills;Mass Communication;Leadership;Product knowledge;Interpersonal skills;Presentation Skills;Python;Good communication skills,Yes,CATIA AUTOCAD ANALYSIS SOLID WORKS,B.Tech
Male,Social Justice;Technology;Industires,Hardware skills;Product knowledge,No,No,B.Tech
Female,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",No,No,B.Tech
Female,Research;Data analytics;Data scientist;Market reserach;Social causes,Active Listening;Critical Thinking;Gathering Information;Analytical Skills;Editing;Problem Solving skills;Risk management skills;Writing skills;C++;R;Java;MATLAB,No,No,B.Sc
Male,"Cloud computing,Technology,Data analytics,Machine Learning,Cyber Security","
Cybersecurity;Information Security;Software Development Life Cycle (SDLC);Security Information and Event Management (SIEM);Security Operations Center",Yes,"Certified Information Security Manager® (CISM);
 Breach & Attack Simulation;Foundations of Operationalizing MITRE ATT&CK;ICSI (International CyberSecurity Institute); 
Certified Network Security Specialist",B.Tech
Male,Technology,"Java, Programming",No,No,B.Tech
Male,"Financial Analysis, Technology","Analytic Thinking, Business Knowledge, People Management, Communication Skills, Leadership, Editing, Product Knowledge, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Problem Solving skills, Risk Managing, Reporting, Subject Knowledge",Yes,Courses on SAP ,B.E
Female,Sales/Marketing,Leadership;Designing skills;Writing skills;C++;Hospitality,No,No,BCA
Male,Sales/Marketing,"Leadership, Product Knowledge, Team work, Excel, Sales, Building Rapport, Subject Knowledge",No,No,B.Com
Male,Web Designing;Game industry;Web development,Programming Language skills;Critical Thinking;Editing;Writing skills,No,No,BCA
Male,Higher Studies,"Communication Skills, Leadership, Team work, Excel, Interpersonal Skills, Presentation Skills, Subject Knowledge, AutoCAD, CATIA",Yes,CAD Courses - CATIA,BE
Male,Technology;Blockchain,C++,No,No,B.Tech
Male,Research;Technology;Game industry;Product Life cycle Management,Critical Thinking;Analytical Skills;Product knowledge;Problem Solving skills,No,No,B.Tech
Male,Sales/Marketing;Digital marketing;Social media marketing,Active Listening;Critical Thinking;Communication skills;Problem Solving skills;Designing skills;Writing skills;Sales;Social Media Marketing;Presentation Skills,No,No,BE
Female,Application Development,"Analytic Thinking, Gathering Informing, SQL, Programming, Communication Skills, Product Knowledge, Team work, Excel, Logical Skills, Interpersonal Skills, Problem Solving skills",Yes,Microsoft full stack certification,B.Tech
Male,Financial Analysis,"
Financial Modeling;Financial Analysis;Generally Accepted Accounting Principles (GAAP);DCF ValuationDCF Valuation;Equity Valuation;M&A analysis",Yes,JP Morgan Investment Banking Virtual Experience;NISM VA Mutual Fund Distributor ;Basic and Advance Trading Course,B.Tech
Female,Technology,"Programming, Communication Skills, Linux",No,No,B.Tech
Female,Design,Active Listening;Artistic/Creative Skills;Analytical Skills;Designing skills,No,No,B.Tech
Female,Entrepreneurship,"Accounting Skills, Interpersonal Skills, Presentation Skills",Yes,Diploma course in Digital Marketing ,B.Com
Male,Technology;Govt. Job;Industires;Design,Active Listening;Communication skills;Editing;Machine Learning skills,No,No,B.Tech
Male,Technology,"AI, ML, Python",Yes,Python,B.Tech
Female,"Teaching, Technology, Entrepreneurship","Business Knowledge, Leadership, News Gathering, Team work, Interpersonal Skills, Presentation Skills, Problem Solving skills",No,not done any,B.Tech
Female,Research,"Communication Skills, Team work",No,No,B.Tech
Female,Technology,"AI, ML, Python, SQL",Yes,. Net,B.Tech
Female,"Financial Analysis, Research, Social Justice, Take risk for Profits, Trading, Understand Human Behaviour","ML, Python, Critical Thinking, Analytic Thinking, SQL, Programming, Team work, Logical Skills, Presentation Skills, R, Subject Knowledge",Yes,Datascience ,B.Sc
Male,Market reserach;Design,Business Knowledge;Product knowledge;Problem Solving skills;Designing skills;Machine Learning skills,Yes,No,BE
Male,Financial Analysis,Accounting Skills;Finance related skills;Leadership;Problem Solving skills;Presentation Skills,Yes,"NISM VA, VII, VIII",BBA
Female,Data analytics;Govt. Job;Data scientist;Web development,Active Listening;Programming Language skills;Gathering Information;Analytical Skills;Editing;Writing skills;Machine Learning skills;C++;Python;SQL,Yes,Data science using Python and R,B.Sc
Male,Data scientist,Analytical Skills;CAD/CAE(autocad/catia/ansys/proE/SeimensNX);construction management,Yes,Data scientist course ,M.Tech
Female,Financial Analysis;Research;Technology;Understand human behaviour;Understand human body;Supply Chain Analysis;Content Writing;Govt. Job;Home interior design;Social causes;Design,Accounting Skills;Artistic/Creative Skills;Business Knowledge;Communication skills;Mass Communication;Editing;Problem Solving skills;Designing skills;Writing skills;C++;Presentation Skills;Python;Content creation;Architecture,Yes,Data science,B.Com
Male,Financial Analysis,"Communication Skills, C++, Reading, Subject Knowledge",Yes,Autocad,B.Tech
Female,"Sales/Marketing, Trading, Entrepreneurship","Creativity Skills, Sales",No,no courses opted,BBA 
Female,Research;Technology;Data analytics,Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Communication skills;Leadership;Designing skills;Wealth Management;Python;SQL,Yes,Data scientists,B.Sc
Female,Research;Technology;Understand human behaviour;Data analytics;Govt. Job;Home interior design;Retailer;Data scientist;Web development;Market reserach;Social media marketing;All fields related to Data science.,Accounting Skills;Active Listening;Hardware skills;Programming Language skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Python;SQL;HR;Good communication skills,Yes,"Data Science, Python",BE
Female,Home interior design,Designing skills,Yes,Java,B.Sc
Female,"Web development,Information Technology,Blockchain,Digital marketing,Game industry",Linux;IBM AIX;Shell Scripting;Domain Name System (DNS);Secure Shell (SSH);Python;shell scripting;GIT;Jenkins;Puppet;Ansible;Nagios,Yes,Red Hat Certified Specialist in Ansible Automation;RHCSA;IBM Agile Explorer,B.Tech
Male,Financial Analysis;Govt. Job,Accounting Skills;Active Listening;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;People management;Leadership;Problem Solving skills;Writing skills;HR;Good communication skills,Yes,PGDMA ,B.Com
Male,"News Coverage, Research, Teaching, Technology","AI, ML, Python, Java, SQL, Programming, Communication Skills, Work under Pressure, Leadership, Product Knowledge, Creativity Skills, C++, Linux, Problem Solving skills, Writing, Observation Skills, Risk Managing, Reporting",Yes,Multiple programming and ML based MOOC courses. ,B.E
Male,Technology,Programming,No,No,BE 
Male,News Coverage;Content Writing;Social media marketing,Analytical Skills;People management;Mass Communication;Problem Solving skills;Writing skills;Social Media Marketing;Content creation,Yes,CCC,Bachelor of journalism
Female,Technology;Data scientist,Programming Language skills;Critical Thinking;Communication skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Presentation Skills;Python;Artificial Intelligence;SQL;Java,Yes,No,B.Tech
Female,Machine Learning,Python;SQL,Yes,Internship in innodatatics,B.Tech
Female,Software,"ML, Python, SQL, R",Yes,Internship in innodatatics,B.Tech
Female,Technology,"ML, Python, SQL, R, Tableau",Yes,Innodatatics,B.Tech
Male,Financial Analysis;Research;Data analytics;Data scientist,Active Listening;Business Knowledge;Leadership;Designing skills,Yes,"CAD, CATIA and solidworks",B.Tech
Male,Financial Analysis;Research;Data analytics;Web development;All fields related to Data science.,Active Listening;Business Knowledge,Yes,"Solidworks, CAD and CATIA",B.Tech
Female,Technology,PGDCA,Yes,PGDCA,B.Tech
Female,Technology,Programming,No,No,B.Tech
Male,Content Writing,Artistic/Creative Skills;Content creation,No,No,B.Com
Male,Research;Sales/Marketing;Social Justice;Technology;Understand human behaviour;Data analytics,Programming Language skills;Critical Thinking;Analytical Skills;Communication skills;Product knowledge;Machine Learning skills;Python;SQL;Cloud Computing,Yes,Creo,B.Tech
Male,Trading;Web Designing;Data analytics;Govt. Job,Programming Language skills;Analytical Skills;Editing;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Java,Yes,Data science,B.Sc
Male,Technology,"AI, ML, Python, Critical Thinking, Analytic Thinking, Gathering Informing, Artistic skills, Java, SQL, Programming, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Product Knowledge, Creativity Skills, Team work, Excel, Presentation Skills, C++, Linux, Problem Solving skills, Mass Communication, Writing, Tableau, Reading, Designing Skills, Building Rapport, Subject Knowledge",Yes,"Splunk , CCNA, CCENT",B.Tech
Male,Technology;Web Designing;Web development,Active Listening;Hardware skills;Programming Language skills;Business Knowledge;People management;Communication skills;Writing skills;Machine Learning skills;C++;Presentation Skills;Python;SQL;Content creation;Java;MATLAB;Good communication skills,Yes,Software testing ,BE
Male,"Financial Analysis, Take risk for Profits, Entrepreneurship","Accounting Skills, Business Knowledge, Communication Skills, Leadership, Cost Accounting, Market Study",No,No,M.Com
Male,Data Analytics,NO,No,No,B.Tech
Male,All fields related to Data science.,Active Listening;Critical Thinking;Analytical Skills;Communication skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Presentation Skills,Yes,"My sql, Data Analyst using excel",BE
Male,Technology;Data analytics;Data scientist,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Machine Learning skills;Python;SQL;Good communication skills,Yes,Machine Learning with Python,B.Tech
Female,Financial Analysis,"Communication Skills, Work under Pressure, Team work, Problem Solving skills",No,No,B.Com
Male,Further Studies,NO,NO,No,B.Tech
Male,Software Job,NO,No,No,B.Tech
Female,Research;Teaching;Data analytics,Leadership;SQL,No,No,B.Tech
Female,Financial Analysis;Research;Technology;Data analytics;Digital marketing,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;People management;Data Visualization skills( Power Bi/ Tableau );Presentation Skills;Python,No,No,B.Sc
Female,Technology;Web Designing;Data analytics;All fields related to Data science.,Active Listening;Programming Language skills;C++;Python;SQL;Java;Cloud Computing,No,No,BE
Male,"VLSI,Technology","Core Skills,Programming",Yes,VLSI Training,B.Tech
Male,Sales/Marketing;Data scientist,Active Listening;Business Knowledge;People management;Leadership;Product knowledge;Machine Learning skills;Sales;R,No,No,B.Tech
Male,Teaching,C++,Yes,Pgdca,B.Sc
Male,Animation,2D/3D Animation,Yes,Graphic Design & Motion Graphics,B.Sc
Male,Financial Analysis;Technology;Data analytics,Active Listening;Gathering Information;Business Knowledge;Analytical Skills;People management;Product knowledge,No,No,B.Com
Male,Construction and development,"Creativity Skills, Risk Managing, Reporting, Reading, Subject Knowledge",No,No,B.Tech
Female,Social causes,People management;Civil & Criminal Law,No,No,B.Pharmacy
Female,Technology,"AI, ML, Python",No,No,B.Tech
Female,Financial Analysis,Accounting Skills,No,No,B.Com
Male,Construction;Urban Planning,"Proeficiency in Software like STAAD PRO, ETABS",Yes,ETABS,B.Tech
Male,Financial Analysis;Industires;Design;Urban Planning;Project Management,"Communication skills;Negotiation skills;Leadership;Proeficiency in Software like STAAD PRO, ETABS",Yes,ETABS & STAAD-Pro,B.Tech
Male,"Teaching, Technology, Understand Human Behaviour, Understand Human Body","Python, Java, SQL",Yes,Android application development,M.Tech
Female,"Research, Teaching, Entrepreneurship, Understand Human Behaviour","AI, ML, Editing, Market Study, Team work",Yes,Data science ,B.Sc
Male,Financial Analysis;Understand human behaviour;Understand human body;Data analytics;Govt. Job,Product knowledge;Problem Solving skills;Client management,Yes,CCC,BA
Male,Technology;Trading;Web Designing;Data analytics;Govt. Job;Data scientist,Hardware skills;Programming Language skills;Gathering Information;Artistic/Creative Skills;Editing;Designing skills;Data Visualization skills( Power Bi/ Tableau );C++;Python;SQL,Yes,"Networking, data scientists ",BCA
Female,Teaching;Govt. Job,Artistic/Creative Skills;Teaching,Yes,"Folk dance,  parangat",MA
Male,Financial Analysis;Research;Teaching;Technology;Trading;Data analytics;Data scientist;Gardening,Programming Language skills;Analytical Skills;Communication skills;Negotiation skills;Mass Communication;Leadership;Risk management skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL;Good communication skills;Teaching,No,No,B.Tech
Female,Software Job,NO,No,No,B.Tech
Male,Research,"Critical Thinking, Analytic Thinking, Work under Pressure, Leadership, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Observation Skills, Designing Skills, Subject Knowledge",Yes,"Coursera- python, lean manufacturing, sql",B.E. 
Male,"Research,Understand human body,BioTechnology","
Molecular Biology;Structural Biology. Nucleic acid - Protein interactions. Data Analysis",Yes,AMCAT Certified Scientist - Pharmaceuticals;Bioinformatics. ,B.Tech
Female,Construction;Construction Manegement;Urban Planning,"Proeficiency in Software like STAAD PRO, ETABS",Yes,AutoCAD Civil 3D,B.Tech
Male,"Technology,Entrepreneurship","Programming,Leadership skills,Presentation skills,Team work",No,No,B.Tech
Male,Research;Technology,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence,Yes,IBM AND PYTHON,B.Tech
Female,"Financial Analysis, News Coverage, Social Justice, Teaching","AI, ML, Python, Critical Thinking, Analytic Thinking, Team work, Logical Skills, R, Problem Solving skills, Tableau, Observation Skills, Reading",Yes,Data Science with Python and R,B.Sc
Male,Financial Analysis;Data analytics,Accounting Skills;Active Listening;Critical Thinking;Business Knowledge;Analytical Skills;Finance related skills;People management;Communication skills;Machine Learning skills,No,No,B.Sc
Male,Technology,Editing;Writing skills;C++;Medical knowledge,No,No,B.Sc
Male,Litigation & Legal service,Civil & Criminal Law,Yes,"Legal advice, litigation",BALLB
Male,Data analytics;Data scientist;All fields related to Data science.,Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python;SQL;Good communication skills,No,No,BE
Male,Technology;Web Designing;Social media marketing,Programming Language skills;C++;R;Python;Java,No,No,BE
Male,Software developer ,"Python, Java, SQL",No,No,B.E
Male,Research;Teaching;Trading;Data analytics;Govt. Job,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL,Yes,"Tableau, Data Science certification, Python with DS",BE
Male,"Financial Analysis, Research, Technology, Entrepreneurship","Active Listening, AI, ML, Python, Critical Thinking, Analytic Thinking, SQL, Programming, Communication Skills, Leadership, Market Study, Team work, Tableau",Yes,Data visualization Using Tableau,B.Tech
Male,Sales/Marketing;Supply Chain Analysis;Game industry;Service,Active Listening;Critical Thinking;Business Knowledge;People management;Problem Solving skills;Risk management skills,No,No,BBA
Male,Sports Industry,Gathering Information,No,No,BE
Male,Financial Analysis;Research;Technology;Understand human behaviour,People management;Communication skills;Mass Communication;Leadership;Problem Solving skills;Risk management skills;Client management,Yes,ANSYS,M.Tech
Male,"Financial Analysis, Take risk for Profits, Trading, Entrepreneurship, Understand Human Behaviour","Accounting Skills, Gathering Informing, Business Knowledge, People Management, Communication Skills, Editing, Cost Accounting, Market Study, Team work, Excel, Logical Skills, Presentation Skills, Wealth Management, Problem Solving skills, Writing, Risk Managing, Reading, Sales, Subject Knowledge",No,I am doing internship in fundamental analysis,B.Com
Male,Technology;Data scientist,Programming Language skills;Machine Learning skills;Python;SQL;AWS,Yes,Machine learning certification,B.Tech
Male,Trading;Supply Chain Analysis;Content Writing;Market reserach;Social media marketing,Active Listening;Business Knowledge;Communication skills;Negotiation skills;Product knowledge;Writing skills,Yes,HR,BA
Male,Data analytics,Programming Language skills;Gathering Information;Artistic/Creative Skills;Analytical Skills;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;SQL;Java,Yes,Unigraphics,BE
Female,Data scientist,Active Listening;Programming Language skills;Communication skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence;SQL;Medical knowledge,Yes,Data science and Artificial intelligence ,B.Sc
Male,"Technology, Trading, Entrepreneurship","Active Listening, AI, ML, Python, Critical Thinking, Analytic Thinking, Java, SQL, Oracle, Programming, Communication Skills, Work under Pressure, Leadership, Editing, Excel, Logical Skills, C++, R, Linux, Problem Solving skills, Observation Skills",Yes,"Google IT automation with python professional, Web development",BE
Male,Technology,power system engineering,Yes,Advanced Power Electronics,B.Tech
Male,Financial Analysis;Research;Technology;Web Designing;Data analytics;Game industry,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;R;Linux;Python;Artificial Intelligence;SQL;Java;Cloud Computing;Architecture,Yes,No,B.Tech
Male,News Coverage;Technology;Content Writing;Govt. Job;Game industry;Digital marketing;Social media marketing,Active Listening;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Writing skills;Social Media Marketing;Content creation;Medical knowledge;Java;Cloud Computing;Architecture;Hospitality;HR;Good communication skills,Yes,C++ ,Bachelor of journalism
Male,Technology;Data analytics;Data scientist,Programming Language skills;Analytical Skills;Communication skills;Leadership;Product knowledge;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Wealth Management;Presentation Skills;R;Python;Artificial Intelligence;SQL;Cloud Computing;MATLAB;Client management;Good communication skills,No,Data science and Artificial intelligence,BE
Male,"Financial Analysis, Social Justice, Trading, Entrepreneurship","Active Listening, ML, Python, Critical Thinking, Analytic Thinking, Gathering Informing, SQL, Communication Skills, Team work, Excel",Yes,Machine learning with python ,B.E
Male,"Research,Understand human body,BioTechnology","Life science molecular Biology genetics;
Polymerase Chain Reaction (PCR);
Protein Expression;
Biochemistry
·",Yes,Cell culture and technologies,B.Tech
Male,"Data analytics,Machine Learning,Cloud computing",Amazon Web Services (AWS)SQL;Java,Yes,Linux Command Line;AWS,B.Tech
Male,Financial Analysis;Sales/Marketing;Supply Chain Analysis,Negotiation skills;Leadership;Product knowledge;Problem Solving skills;Good communication skills,No,No,MBA
Male,Sales/Marketing,"People Management, Communication Skills, Negotiation Skills",No,No,B.Pharm
Male,Sales/Marketing;SAP Consultant in MM;Product Life cycle Management,Leadership;Risk management skills;Wealth Management;Client management,Yes,Scrum Master,BBA
Male,Web Designing;Data analytics;Game industry;Digital marketing;Data scientist,Editing;Risk management skills;Designing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL,No,No,B.Com
Male,Research;Sales/Marketing;Teaching;Technology;Trading;Web Designing;Data analytics;Game industry;Digital marketing;Data scientist,Editing;Problem Solving skills;Risk management skills;Designing skills;C++;R;Python;SQL,No,No,B.Com
Male,Research,Architecture,Yes,No,Commercial Art Visual art
Female,Technology;Understand human behaviour;Data analytics;Web development,Hardware skills;Programming Language skills;Gathering Information;Artistic/Creative Skills;Java;HR,No,No,B.Tech
Male,Financial Analysis;Sports Industry,Accounting Skills;Active Listening;Critical Thinking;Analytical Skills;Finance related skills;Mass Communication;Problem Solving skills;Risk management skills;Social Media Marketing,No,No,B.Com
Male,Financial Analysis;Govt. Job;Project Management,Project management,Yes,Budgeting and scheduling progress,B.Tech
Male,"Technology,Entrepreneurship","Creativity Skills,Leadership,Market Study, Teamwork, Programming",Yes,"Tableau,Python Training",B.Tech
Female,Govt. Job,Artistic/Creative Skills;Editing;Social Media Marketing,Yes,"Tally, csc",B.Sc
Male,Financial Analysis;Teaching;Understand human behaviour,Accounting Skills;Business Knowledge,Yes,B.A,B.Tech
Male,Financial Analysis;Game industry,Active Listening;Programming Language skills;People management;Communication skills;Product knowledge;Linux;Java,Yes,Java core,B.Tech
Male,Sales/Marketing;Trading;Understand human behaviour,Artistic/Creative Skills;Analytical Skills;Editing;Writing skills,Yes,Frankfinn ,B.Com
Male,Technology;Trading;Product Life cycle Management,Gathering Information;Business Knowledge;People management;Communication skills;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Client management;Good communication skills,No,No,BE
Female,Game industry;Design;Navy Defence related,Artistic/Creative Skills;Editing;Designing skills;Python;Good communication skills,Yes,Animation ,BCA
Female,Market reserach;Human Resource,HR,Yes,Certified Professional- Recruiter,BBA
Male,Entrepreneurship,Writing,No,No,B.Tech
Female,Financial Analysis,ACCOUNTANCY; FINANCIAL MANAGEMENT; COST ACCOUNTANCY; TAXATION,Yes,The Institute of Chartered Accountants of India,B.Com
Female,News Coverage;Research;Social Justice;Technology;Understand human behaviour;Govt. Job;Digital marketing,Active Listening;Gathering Information;Artistic/Creative Skills;Communication skills;Negotiation skills;Medical knowledge,Yes,Research Analysts,B.Com
Male,Technology;Trading;Data scientist,Active Listening;Hardware skills;Programming Language skills;Critical Thinking;Mass Communication,Yes,Python,B.Tech
Male,Technology;Trading;Govt. Job;Infrastructure;Social causes,Critical Thinking;Business Knowledge;Analytical Skills;Risk management skills,No,No,B.Tech
Female,Financial Analysis;Technology;Data analytics,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;SQL,Yes,Machine learning,B.Tech
Female,Financial Analysis;Technology;Data analytics,Active Listening;Programming Language skills;Critical Thinking;Business Knowledge;Analytical Skills;Communication skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence;SQL,Yes,Machine learning ,B.Tech
